transaction_id,merchant_category,foreign_transaction,location_mismatch,device_trust_score,velocity_last_24h,cardholder_age,scaled_amount,scaled_time
4548,Travel,0,1,90,1,58,0.3474096306929402,0.6666666666666666
9742,Clothing,0,0,67,1,40,-0.6057940754273783,0.9166666666666666
7739,Clothing,0,0,62,2,38,0.3909956935925878,-0.75
3826,Grocery,0,0,55,3,49,-0.5541693853582148,-0.75
5327,Food,0,0,35,4,47,-0.5563617382226282,0.5
1862,Travel,0,0,95,2,30,0.36578363565183347,0.0
9270,Food,0,0,56,1,46,-0.3166122928357041,0.3333333333333333
3216,Food,0,0,32,2,27,-0.519822523815738,0.75
1360,Food,0,0,57,2,23,0.20579407542737838,0.0
3009,Travel,1,1,43,1,49,0.41589455826699734,-1.0
8433,Clothing,0,0,89,2,33,-0.5751533342033147,-0.5833333333333334
8869,Travel,0,0,58,1,28,0.34662664752707817,0.8333333333333334
364,Electronics,0,1,92,3,26,0.10384966723215457,-0.08333333333333333
4101,Electronics,0,0,26,3,38,0.3003784418634999,0.25
5507,Travel,0,0,44,2,24,0.021740832572099734,-0.08333333333333333
6425,Grocery,0,1,88,4,39,-0.09909956935925877,-0.08333333333333333
7295,Travel,0,0,25,1,31,-0.4726869372308496,-0.08333333333333333
859,Grocery,0,0,70,3,19,0.1444603941015269,-0.4166666666666667
3957,Food,0,0,52,3,31,1.8149810779068254,-0.25
603,Electronics,1,0,69,1,23,-0.45426073339423206,0.6666666666666666
3941,Clothing,0,0,94,2,36,0.6929662012266736,0.3333333333333333
6667,Electronics,0,0,63,3,28,-0.25825394754012787,0.08333333333333333
7403,Food,0,1,77,2,54,0.1609552394623516,-1.0
4704,Electronics,0,0,70,2,24,0.21278872504241167,0.8333333333333334
9937,Clothing,0,0,58,4,39,-0.035834529557614486,-0.25
3531,Travel,0,0,73,1,26,-0.33081038757666714,0.5
5347,Clothing,0,0,62,2,64,-0.6239070859976511,-0.9166666666666666
2767,Clothing,0,0,70,1,27,0.07138196528774637,-1.0
1574,Electronics,0,0,59,3,34,1.2289442776980295,-0.5833333333333334
555,Clothing,0,0,48,2,51,1.3290095262951847,0.5
7890,Clothing,1,0,81,2,27,-0.15709252251076603,-0.16666666666666666
478,Food,0,0,65,0,65,0.12102309800339295,-0.08333333333333333
2407,Grocery,0,0,89,2,44,-0.21122275871068774,0.16666666666666666
4380,Grocery,0,0,29,2,32,0.024716168602375046,0.16666666666666666
366,Clothing,0,0,80,5,31,-0.1788594545217278,0.5833333333333334
3953,Electronics,0,0,91,3,32,2.8170951324546523,0.5833333333333334
3157,Travel,0,0,60,2,57,1.9496019835573537,-0.8333333333333334
6780,Travel,1,1,50,1,27,-0.5844447344382097,0.5833333333333334
3202,Clothing,1,0,45,5,55,0.019861672974031096,-1.0
8035,Travel,0,0,42,3,50,0.8488320501109226,0.25
6647,Food,0,0,75,1,44,1.5130627691504634,0.9166666666666666
1421,Grocery,0,0,45,2,35,-0.28028187393971027,-1.0
8511,Food,1,0,56,3,40,-0.44449954325981994,0.8333333333333334
835,Clothing,1,0,80,0,22,0.010883466005480924,0.5833333333333334
3967,Grocery,0,0,77,1,23,-0.2935403888816391,0.5
5940,Electronics,0,0,56,2,53,-0.3269998695028057,0.4166666666666667
5189,Food,0,0,70,0,19,1.9780503719170042,0.08333333333333333
5287,Electronics,0,0,76,1,49,3.231188829440167,0.16666666666666666
2870,Travel,0,0,83,2,38,-0.2281351950933055,0.5833333333333334
517,Clothing,0,0,74,3,46,-0.19352733916220805,0.5
4374,Grocery,0,0,35,2,18,-0.16079864282917913,-0.25
7105,Travel,0,0,96,2,38,-0.3522641263212841,-0.6666666666666666
3791,Clothing,0,0,75,1,61,-0.41025707947279133,-0.6666666666666666
122,Grocery,1,0,36,2,34,1.4900952629518467,-0.9166666666666666
5115,Grocery,1,0,55,2,24,-0.32183218060811697,-0.25
9925,Grocery,1,0,65,3,58,0.07592326764974547,0.16666666666666666
6533,Clothing,0,0,92,2,57,1.8114837530993082,-0.5
126,Clothing,0,0,80,5,69,-0.11392405063291142,0.9166666666666666
1016,Food,0,0,52,3,56,1.799582408978207,0.75
6446,Electronics,0,0,68,2,67,0.09064335116794994,0.3333333333333333
8595,Electronics,0,0,87,0,21,0.6294923659141328,0.5833333333333334
2006,Grocery,0,1,48,2,18,0.7012136239070861,-0.3333333333333333
5670,Clothing,0,1,68,4,22,0.6559571969202662,0.4166666666666667
464,Food,0,0,28,0,49,0.18533211535951977,0.3333333333333333
6284,Electronics,0,0,80,2,19,0.5375179433642177,0.5
4697,Electronics,1,0,79,3,59,0.024402975336030263,-0.3333333333333333
268,Travel,0,1,26,0,31,0.5017095132454653,0.16666666666666666
9042,Travel,0,0,33,2,68,-0.2800730784288138,-0.9166666666666666
902,Food,0,0,59,2,61,-0.6120579407542738,-0.5833333333333334
5983,Food,0,0,31,1,26,2.395745791465483,-0.5833333333333334
3831,Clothing,0,0,60,2,22,-0.18668928618034714,0.0
332,Food,0,0,61,3,40,0.6951585540910872,0.6666666666666666
178,Electronics,0,1,68,0,20,-0.17791987472269344,-0.9166666666666666
7602,Food,0,0,43,1,50,-0.454678324416025,-1.0
6631,Grocery,0,0,38,3,66,-0.13835312540780373,-0.16666666666666666
6358,Clothing,0,0,45,2,37,-0.06146417852016185,0.4166666666666667
106,Food,0,0,92,4,52,-0.3679237896385228,0.0
465,Travel,0,0,92,1,24,2.4395406498760277,0.75
1000,Grocery,0,0,64,2,32,-0.0823959284875375,0.16666666666666666
1134,Electronics,0,0,79,2,55,-0.40362782200182695,-0.5833333333333334
9090,Travel,0,0,78,1,50,0.25261646874592203,0.4166666666666667
8466,Grocery,0,0,78,3,20,-0.3636956805428683,-0.6666666666666666
1048,Grocery,0,0,25,3,47,-0.6140936969855149,0.3333333333333333
113,Electronics,0,0,48,3,22,1.8572099699856452,0.5
5672,Travel,0,0,68,4,69,-0.32063160642046196,0.5
1097,Grocery,0,0,33,4,43,-0.40326242985775806,0.4166666666666667
6532,Food,0,0,31,5,35,1.5416155552655622,-0.75
550,Travel,0,0,66,1,38,0.7530993083648703,-0.5833333333333334
3533,Grocery,0,0,32,4,27,-0.26629257470964374,0.9166666666666666
2699,Grocery,0,0,34,2,28,0.7599895602244552,-0.75
7446,Grocery,0,0,61,0,66,0.5191439384053244,0.16666666666666666
6228,Clothing,1,1,80,4,62,3.3690460655095915,-0.6666666666666666
8794,Travel,0,0,42,4,37,0.5474879290095263,-0.9166666666666666
7441,Electronics,0,1,44,2,49,0.32068380529818613,0.5833333333333334
6758,Travel,0,0,77,2,60,0.160746443951455,-0.6666666666666666
9152,Clothing,0,0,87,2,26,0.00858671538561919,0.25
6736,Travel,0,0,98,2,40,0.140858671538562,0.8333333333333334
9640,Travel,0,0,85,0,44,-0.6167558397494455,-0.9166666666666666
4950,Food,0,0,54,2,38,1.114628735482187,0.4166666666666667
624,Grocery,0,0,77,1,18,-0.014693984079342283,-0.9166666666666666
9039,Grocery,0,0,44,0,51,0.6129975205533081,0.4166666666666667
8967,Grocery,0,0,85,4,56,0.20480229675061995,0.5833333333333334
5959,Clothing,0,0,48,1,52,0.7424507373091478,0.5
4320,Travel,0,0,76,1,38,0.04507373091478529,0.6666666666666666
6450,Food,0,0,39,2,41,0.1164817956413937,-0.5
2807,Grocery,0,0,95,3,32,0.693070598982122,0.8333333333333334
9242,Electronics,0,0,73,3,22,0.4798903823567794,-0.8333333333333334
7986,Clothing,0,0,62,0,53,0.793918830745139,-0.9166666666666666
3460,Electronics,0,0,73,3,30,0.34542607333942327,-0.16666666666666666
4678,Travel,0,0,74,3,62,2.420957849406238,-0.25
6562,Food,0,0,32,1,69,-0.2701030927835052,0.25
8629,Grocery,1,0,25,2,45,-0.3241289312279786,-0.8333333333333334
7320,Electronics,0,0,94,0,40,2.1572491191439385,-0.9166666666666666
5649,Clothing,0,0,34,2,35,0.2858671538561922,0.0
9605,Clothing,0,0,63,1,25,0.35904998042542086,-1.0
2125,Electronics,0,0,94,3,39,3.254521727782853,-0.75
7674,Electronics,1,0,72,0,52,0.06772804384705726,0.6666666666666666
1417,Clothing,0,0,73,0,23,-0.5996346078559311,0.4166666666666667
5081,Grocery,0,0,93,2,69,-0.5641915698812475,0.5833333333333334
9049,Travel,0,0,86,0,19,2.23805298186089,0.8333333333333334
8746,Clothing,0,0,30,5,68,0.022889207882030565,-0.25
7381,Grocery,0,0,82,1,29,-0.10755578755056769,0.5833333333333334
2926,Electronics,0,0,27,1,22,1.544538692418113,-0.08333333333333333
9829,Travel,0,0,38,2,22,0.7481926138588021,-0.5
8470,Food,0,0,98,4,20,-0.6228631084431685,0.8333333333333334
2929,Travel,0,0,45,0,51,0.6813258514941929,0.75
5966,Food,0,0,89,2,37,1.503249380138327,0.6666666666666666
777,Food,0,0,90,2,54,-0.3926660576797599,-0.3333333333333333
3453,Food,0,0,42,1,29,0.4260733394232024,-0.75
1772,Clothing,0,1,40,1,21,0.8069685501761713,-0.5833333333333334
600,Grocery,0,0,28,1,31,-0.5981208404019314,-0.6666666666666666
7861,Electronics,0,1,90,1,28,-0.58381834790552,0.4166666666666667
4143,Clothing,1,0,30,3,40,-0.5441472008351821,-1.0
5703,Food,0,0,42,2,35,0.14393840532428548,0.3333333333333333
4333,Food,0,0,55,1,28,-0.0927835051546392,-1.0
9377,Clothing,0,0,77,0,53,0.4793683935795381,-0.3333333333333333
506,Grocery,0,0,37,3,47,-0.47054678324416027,0.3333333333333333
8964,Food,0,0,92,2,53,-0.626308234372961,0.4166666666666667
7660,Grocery,0,0,46,4,59,0.32856583583452953,0.4166666666666667
6613,Clothing,0,0,57,1,42,-0.36975075035886734,0.5
2838,Clothing,0,0,81,4,24,-0.5941537256948977,-0.75
887,Food,0,0,41,2,62,0.3564922354169385,0.5833333333333334
8694,Travel,0,1,86,2,33,-0.625890643351168,0.5833333333333334
6784,Electronics,1,0,83,1,28,-0.280542868328331,-0.16666666666666666
6924,Grocery,0,1,73,4,47,0.1467049458436643,0.16666666666666666
771,Travel,0,1,28,2,37,-0.5271825655748402,-0.75
9944,Clothing,0,0,62,1,21,0.38003392927052076,-0.16666666666666666
568,Food,0,0,96,2,25,-0.09675061986167297,0.6666666666666666
67,Food,0,0,70,2,35,-0.4946104658749837,-0.5
781,Electronics,0,0,95,3,55,0.4751402844838837,0.08333333333333333
3026,Grocery,0,1,29,1,52,-0.1973378572360694,0.25
154,Clothing,1,0,39,3,22,-0.005663578233067957,0.5833333333333334
7883,Grocery,0,0,34,2,36,0.11214928879029108,-0.3333333333333333
8824,Grocery,0,0,26,7,34,-0.5667493148897299,0.75
1742,Travel,0,0,38,2,63,0.6055852799164819,0.5
6012,Grocery,0,0,57,0,67,0.9625734046717996,-0.4166666666666667
3844,Clothing,0,0,87,3,44,-0.14513897951194046,0.0
8998,Clothing,0,0,38,1,20,2.936578363565183,-0.8333333333333334
5866,Electronics,0,0,81,1,65,-0.08798120840401934,-0.5833333333333334
3893,Clothing,0,0,84,2,29,0.42576014615685764,0.75
5741,Grocery,0,0,55,2,36,1.4449432337204753,-0.9166666666666666
320,Electronics,0,0,99,1,53,-0.3667232154508678,0.5
2242,Clothing,0,0,96,8,40,-0.6041759102179304,-0.16666666666666666
5125,Travel,0,0,39,5,21,1.6548349210491975,-0.08333333333333333
3701,Electronics,0,0,40,5,57,0.2509461046587498,-0.75
6598,Food,1,0,64,2,41,-0.36453086258645445,-0.25
1319,Electronics,1,0,98,2,41,-0.5573013180216626,0.4166666666666667
4920,Clothing,0,0,62,0,34,-0.24859715516116404,0.8333333333333334
3738,Electronics,0,0,41,1,63,0.669633302883988,0.75
4599,Food,0,0,32,3,31,-0.14900169646352604,-0.5833333333333334
2104,Electronics,0,0,91,0,22,0.4811431554221585,0.5
3503,Grocery,0,0,35,2,34,4.898473182826569,0.4166666666666667
2799,Clothing,0,0,55,2,55,3.095367349601984,-1.0
3096,Grocery,0,0,53,3,62,0.41140545478272217,0.75
1783,Travel,0,0,48,4,29,-0.05577450084823178,0.8333333333333334
3101,Electronics,0,0,44,2,38,-0.5459741615555266,-0.3333333333333333
3800,Food,0,0,99,2,20,0.15124624820566357,0.6666666666666666
7207,Travel,0,0,96,3,32,-0.3635390839096959,-0.6666666666666666
6721,Travel,0,0,38,2,45,0.7528905128539736,-0.25
5363,Travel,0,0,85,0,33,0.10003914915829307,0.4166666666666667
8521,Electronics,0,0,41,2,43,-0.07164295967636693,-0.6666666666666666
9928,Grocery,0,0,54,3,30,6.514132846143808,-0.4166666666666667
9299,Electronics,0,0,96,4,52,2.0613597807647137,-1.0
598,Clothing,0,0,36,0,42,-0.45963721779981737,-0.08333333333333333
333,Electronics,1,0,47,5,59,-0.6236982904867545,0.5833333333333334
8647,Travel,0,0,46,1,61,-0.09231371525512204,0.4166666666666667
6236,Clothing,0,0,93,0,31,1.103197181260603,0.08333333333333333
3524,Travel,1,0,78,0,21,-0.5373091478533212,-0.5
5853,Grocery,0,0,92,2,37,1.1551350645961111,0.75
6686,Clothing,1,0,93,4,60,-0.6220279263995824,0.08333333333333333
176,Electronics,0,0,94,2,67,-0.45728826830223146,0.16666666666666666
7564,Travel,0,0,39,5,26,0.5607986428291792,0.75
2045,Clothing,0,0,74,1,59,1.210935664883205,-0.25
2326,Food,0,0,95,2,49,2.277671930053504,0.4166666666666667
9396,Clothing,0,0,68,4,52,-0.6296489625473053,-0.9166666666666666
3280,Travel,0,0,62,3,32,0.8360433250685111,0.4166666666666667
5200,Food,0,0,41,1,40,-0.32506851102701295,-0.6666666666666666
8269,Grocery,0,0,63,4,57,0.250998303536474,-1.0
2895,Travel,0,0,84,1,20,-0.48286571838705467,0.08333333333333333
4110,Grocery,0,0,49,0,21,0.1708208273522119,0.9166666666666666
5162,Grocery,0,0,76,4,19,-0.5986428291791727,-0.6666666666666666
5873,Food,0,0,94,1,37,0.2918700247944669,0.25
4030,Food,0,0,62,3,57,-0.2172778285266867,-0.75
5942,Electronics,0,1,43,2,63,-0.38645439123058856,-0.6666666666666666
5934,Electronics,0,0,90,2,60,3.5193788333550833,-0.9166666666666666
7278,Travel,0,1,48,2,20,-0.5439906042020097,0.9166666666666666
4637,Clothing,1,0,46,0,45,-0.26269085214667887,-0.9166666666666666
8050,Grocery,0,1,32,0,21,-0.49706381312801773,-1.0
605,Clothing,1,0,44,4,38,-0.5165339945191179,0.6666666666666666
529,Food,0,0,44,1,49,-0.5828265692287616,-0.75
544,Grocery,0,0,62,2,62,0.40921310191830884,-0.4166666666666667
4499,Grocery,0,0,44,4,19,-0.3527339162208012,0.75
3592,Travel,0,0,93,4,50,-0.4560354952368525,-0.9166666666666666
4586,Food,0,0,68,2,47,2.5298447083387705,-1.0
7776,Travel,0,0,60,2,63,-0.6128409239201358,-0.4166666666666667
7825,Food,0,0,88,1,42,-0.07279133498629776,0.25
1384,Grocery,0,0,29,2,62,-0.3567532298055592,-0.75
7796,Grocery,0,0,96,2,18,-0.6366436121623386,0.08333333333333333
7644,Food,1,0,44,1,69,-0.35095915437818087,-0.9166666666666666
2777,Electronics,1,0,82,2,46,-0.595145504371656,0.16666666666666666
1040,Travel,0,0,43,1,56,-0.2814302492496411,-0.4166666666666667
8745,Electronics,0,0,94,1,46,0.04554352081430246,0.3333333333333333
4282,Electronics,0,0,46,4,40,0.6081952238026883,-0.8333333333333334
5871,Travel,0,0,51,1,46,-0.414954978467963,0.08333333333333333
7233,Grocery,0,0,93,0,69,-0.5930053503849668,0.5
8506,Food,0,0,70,1,28,0.6045413023619992,0.9166666666666666
879,Electronics,0,0,54,2,56,-0.6115359519770326,0.9166666666666666
2041,Food,0,0,54,2,36,1.1490277959023882,0.6666666666666666
9627,Clothing,1,0,47,4,43,0.21273652616468744,-0.25
6965,Clothing,0,0,66,3,44,-0.3046587498368785,0.25
7947,Electronics,0,0,39,1,33,0.2840923920135718,-0.16666666666666666
6600,Food,0,0,78,2,29,0.18131280177476192,0.16666666666666666
9874,Grocery,0,0,34,0,36,-0.4159989560224455,0.8333333333333334
5802,Grocery,0,0,38,5,45,-0.5381443298969072,0.5
4052,Food,0,0,30,1,34,0.460315803210231,0.75
7956,Travel,0,0,95,4,28,0.07169515855409116,-1.0
6213,Food,1,0,39,0,32,-0.15583974944538695,-0.9166666666666666
1928,Food,0,0,35,7,29,-0.021166644917134245,0.25
7034,Clothing,0,0,36,2,38,0.19300535038496672,-0.3333333333333333
5941,Clothing,0,0,36,4,37,-0.13976249510635524,0.0
3812,Electronics,0,0,69,0,55,-0.06198616729740311,0.4166666666666667
3654,Food,0,0,78,2,43,-0.46146417852016186,0.4166666666666667
1129,Grocery,0,0,90,0,64,-0.19916481795641394,-0.25
9899,Electronics,1,0,90,2,27,1.0326764974553049,-0.25
9933,Electronics,0,0,82,3,31,-0.3948584105441733,-0.9166666666666666
9245,Grocery,0,1,75,2,54,-2.609943886204073e-05,-0.08333333333333333
5599,Food,0,0,66,3,52,0.3824872765235548,0.8333333333333334
7168,Travel,0,0,71,2,19,-0.06141197964243769,0.4166666666666667
4512,Travel,0,0,55,1,28,-0.03787028578885552,0.75
2225,Electronics,0,0,83,1,25,-0.6255774500848232,-0.3333333333333333
4020,Clothing,0,1,32,0,61,-0.39177867675844974,-0.5833333333333334
8486,Food,0,1,34,3,64,0.7264256818478403,-0.3333333333333333
6057,Travel,0,0,94,0,29,-0.03740049588933834,0.9166666666666666
6989,Grocery,1,0,62,0,59,-0.4764452564269869,-0.8333333333333334
4744,Clothing,0,0,81,2,54,4.222758710687721,0.5833333333333334
7192,Electronics,0,1,86,3,38,-0.011248858149549791,0.3333333333333333
3012,Electronics,0,0,45,2,41,-0.3186480490669451,-0.4166666666666667
4837,Clothing,0,0,30,1,47,-0.19217016834138065,0.5833333333333334
3686,Electronics,0,0,61,2,60,0.14649615033276783,-0.75
227,Electronics,0,1,46,1,69,2.7567532298055593,0.5833333333333334
4992,Electronics,0,0,79,2,68,0.16346078559310975,0.16666666666666666
8660,Grocery,0,0,45,3,33,1.3581365000652483,-0.8333333333333334
7896,Electronics,0,0,51,3,41,1.1374918439253556,0.25
8576,Electronics,0,0,77,3,36,-0.5692548610204882,0.16666666666666666
2709,Grocery,1,0,45,2,51,-0.6206707555787551,-0.9166666666666666
6308,Travel,0,0,93,3,62,-0.2071512462482057,0.0
1401,Food,0,0,91,2,46,-0.465587889860368,-0.08333333333333333
6622,Electronics,0,0,56,0,69,-0.14733133237635387,-0.4166666666666667
1767,Clothing,0,0,91,2,57,0.6188437948584106,0.08333333333333333
3030,Electronics,0,0,86,0,54,0.3026751924833617,-0.3333333333333333
4821,Electronics,0,1,28,1,57,-0.3231893514289443,0.16666666666666666
2664,Grocery,0,0,43,3,29,0.42685632258906436,-0.16666666666666666
20,Electronics,0,0,73,2,68,-0.31389795119404934,-0.4166666666666667
616,Travel,0,0,72,2,28,1.7460785593109749,0.9166666666666666
9796,Food,0,0,32,2,27,0.16257340467179962,0.25
6470,Electronics,0,0,30,3,57,0.728774631345426,-0.9166666666666666
4136,Food,0,0,91,4,25,-0.6219235286441341,-0.25
956,Grocery,0,0,78,0,62,-0.18340075688372703,-0.5
1454,Clothing,1,0,29,3,67,0.1569881247553177,-0.16666666666666666
7668,Clothing,0,0,37,4,51,0.47164295967636694,-1.0
2808,Electronics,0,0,67,3,43,-0.471642959676367,-0.9166666666666666
2289,Food,0,0,44,2,51,-0.019235286441341523,0.08333333333333333
4127,Travel,0,0,64,1,65,0.43218060811692544,-0.16666666666666666
5236,Food,0,0,49,2,47,-0.6303797468354431,0.3333333333333333
8044,Food,0,0,98,3,65,0.5099047370481535,-0.25
1002,Travel,1,0,54,0,36,0.09617643220670762,0.9166666666666666
3947,Food,0,0,25,1,34,0.38107790682500325,-0.5
2429,Clothing,0,0,79,3,49,-0.28325720996998566,-0.6666666666666666
4172,Travel,1,0,92,2,37,3.467701944408195,-0.5
780,Travel,0,0,71,3,19,0.32559049980425425,-0.3333333333333333
9302,Electronics,0,0,48,1,54,0.0047239984340336745,0.0
9423,Food,0,0,63,3,45,0.18449693331593373,0.8333333333333334
5117,Grocery,0,0,51,0,42,-0.06590108312671278,-0.9166666666666666
1296,Food,0,0,71,2,58,-0.4274827091217539,-0.3333333333333333
8222,Clothing,0,0,79,1,21,-0.43635651833485584,-0.9166666666666666
3255,Food,0,0,54,1,69,-0.2508939057810257,0.16666666666666666
9664,Clothing,0,0,31,1,59,-0.5996868067336553,-0.08333333333333333
7728,Food,0,0,76,1,34,-0.11804776197311756,-0.5
9912,Grocery,0,0,47,1,59,1.60644656139893,0.75
6359,Clothing,0,0,77,1,53,2.0881378050371917,-0.16666666666666666
7911,Food,0,0,98,0,59,1.359963460785593,0.08333333333333333
6979,Electronics,0,1,93,1,58,0.7486624037583192,-0.9166666666666666
4124,Electronics,1,0,55,2,64,1.528618034712254,0.6666666666666666
8247,Clothing,0,0,92,1,24,-0.40853451650789513,0.08333333333333333
6289,Travel,0,0,70,2,44,2.55625734046718,0.5
1500,Electronics,0,0,99,1,37,1.2326503980164427,-0.6666666666666666
1985,Grocery,0,0,32,4,35,-0.5027012919222238,0.8333333333333334
1413,Travel,0,0,25,3,24,-0.3419287485319066,0.25
1121,Clothing,0,0,36,3,65,1.425942842228892,-0.16666666666666666
1057,Grocery,0,0,44,0,55,0.7321153595197705,0.25
3152,Clothing,1,0,71,3,25,-0.36901996607072945,-0.5833333333333334
6190,Food,0,0,51,2,20,-0.489442776980295,0.8333333333333334
1982,Food,0,0,46,2,40,0.8873548218713297,-0.4166666666666667
9867,Electronics,0,1,41,2,68,-0.11272347644525643,0.16666666666666666
2800,Grocery,0,0,84,1,20,-0.4392274566096829,-0.9166666666666666
6714,Grocery,0,1,29,2,48,0.9936317369176563,0.4166666666666667
8289,Grocery,1,0,52,1,24,-0.5645569620253165,0.4166666666666667
8912,Food,0,0,45,3,60,0.7723606942450738,-0.5833333333333334
8975,Clothing,0,1,89,6,33,-0.10980033929270519,0.8333333333333334
60,Clothing,0,0,61,4,18,-0.2675453477750228,-0.8333333333333334
905,Grocery,0,0,88,3,48,-0.12321545086780637,-0.5
9561,Travel,1,0,79,2,53,1.0430640741224064,0.8333333333333334
9545,Grocery,0,0,64,2,38,-0.2552264126321284,-0.9166666666666666
6621,Food,0,0,48,4,69,-0.5244160250554614,0.8333333333333334
5798,Grocery,0,0,50,3,54,2.9250946104658753,0.16666666666666666
7225,Grocery,0,0,53,3,49,1.4810648571055725,0.08333333333333333
8849,Travel,0,0,79,2,52,-0.09414067597546652,-0.25
5179,Clothing,0,0,67,1,28,0.08897298708077771,0.08333333333333333
5749,Clothing,0,1,42,2,19,3.347018139110009,0.08333333333333333
8225,Travel,0,0,52,1,19,-0.2327286963330288,0.9166666666666666
8791,Food,0,0,88,1,38,1.4875897168210885,0.5833333333333334
8197,Clothing,0,0,98,6,68,0.42539475401278876,-0.5
5084,Electronics,0,0,80,1,44,-0.3796685371264518,0.9166666666666666
2124,Food,0,1,58,0,56,-0.1291139240506329,-0.5833333333333334
156,Food,0,0,90,0,48,-0.37690199660707296,-0.9166666666666666
4820,Clothing,0,0,98,1,34,-0.42857888555396056,0.5833333333333334
5262,Electronics,0,0,57,1,69,1.0082474226804123,0.08333333333333333
376,Food,0,0,49,2,31,-0.27636695811040063,0.4166666666666667
5826,Electronics,0,0,80,3,50,-0.2162338509722041,0.5
2494,Travel,0,0,82,1,31,-0.17818086911131414,-0.75
8154,Food,0,0,28,3,43,2.054626125538301,-1.0
2960,Clothing,0,0,53,2,55,0.9087041628604986,0.3333333333333333
1280,Electronics,0,0,30,3,55,0.011875244682239362,-0.4166666666666667
5244,Clothing,1,0,60,3,33,1.6244029753360307,-0.16666666666666666
7663,Clothing,0,0,51,1,26,0.7762756100743835,0.25
502,Clothing,0,0,26,3,42,0.0843272869633303,0.3333333333333333
6294,Grocery,0,0,72,1,55,-0.2753229805559181,0.25
1601,Clothing,0,0,67,2,18,-0.4371395015007178,-0.9166666666666666
8584,Grocery,0,0,40,4,44,-0.402009656792379,-0.08333333333333333
2491,Food,0,0,28,3,50,-0.32110139631997914,0.16666666666666666
3091,Clothing,0,0,76,3,36,-0.07519248336160773,-0.16666666666666666
6280,Grocery,0,1,51,3,30,-0.433589977815477,0.5833333333333334
9740,Food,0,0,78,1,30,0.31692548610204885,0.0
9482,Travel,0,0,76,3,31,-0.31389795119404934,-0.3333333333333333
6688,Food,0,0,34,3,67,-0.2300665535690983,0.0
4757,Grocery,0,1,34,2,38,-0.6279785984601332,-0.25
173,Food,0,0,61,3,37,0.036930705989821164,0.0
5452,Grocery,0,0,70,2,36,-0.3810257079472792,0.25
2438,Electronics,0,0,96,2,29,-0.24635260341902648,-0.8333333333333334
6618,Food,0,0,99,2,62,-0.20130497194310323,-0.5833333333333334
2766,Electronics,0,0,26,1,68,2.3397363956674933,-0.6666666666666666
5071,Electronics,0,0,60,3,19,0.1188307451389796,-0.6666666666666666
9243,Travel,0,0,73,1,47,0.4896515724911915,0.25
40,Electronics,0,0,99,1,31,-0.09226151637739788,-0.3333333333333333
5633,Food,1,0,44,4,20,-0.443298969072165,-0.8333333333333334
672,Grocery,0,0,98,0,22,1.4962547305232938,-0.9166666666666666
5147,Clothing,1,0,61,1,18,0.34553047109487145,-0.5833333333333334
6014,Food,0,0,61,1,48,0.017460524598721123,-1.0
4097,Grocery,0,0,80,1,50,-0.6243768758971682,-0.3333333333333333
1055,Grocery,0,0,80,1,37,5.171316716690591,-0.9166666666666666
5318,Grocery,0,0,44,2,64,2.3609291400234893,-0.5833333333333334
5814,Travel,0,0,54,2,34,-0.32673887511418503,-0.16666666666666666
5575,Travel,0,0,42,3,29,0.3419809474096308,-1.0
8826,Food,0,0,64,0,65,-0.2997520553308104,-1.0
2428,Grocery,0,0,43,1,69,2.2957849406237765,-0.3333333333333333
8434,Grocery,0,1,54,3,40,1.2264909304449956,-0.9166666666666666
8123,Grocery,0,0,42,2,24,-0.519404932793945,-1.0
993,Clothing,0,1,88,3,65,-0.33884901474618295,-0.25
3981,Travel,0,0,81,2,23,1.0407151246248207,-0.3333333333333333
7259,Clothing,0,1,53,2,66,0.5599634607855932,-0.5
1240,Travel,0,1,97,2,44,-0.44449954325981994,0.6666666666666666
4765,Electronics,0,0,69,1,50,0.08902518595850194,0.16666666666666666
9837,Grocery,0,1,82,1,45,1.436748009917787,0.08333333333333333
1671,Electronics,0,0,38,1,29,-0.1872112749575884,0.25
1104,Electronics,1,1,99,0,68,1.831580321023098,0.9166666666666666
5445,Electronics,0,0,73,3,51,-0.5664361216233851,0.16666666666666666
120,Grocery,0,0,61,0,43,0.09095654443429473,0.16666666666666666
969,Electronics,0,0,25,1,39,0.14785332115359515,-0.6666666666666666
4151,Food,0,0,52,0,30,-0.5190917395276001,-0.6666666666666666
9455,Travel,0,0,64,2,27,1.2061855670103094,0.16666666666666666
7557,Travel,0,0,87,3,57,-0.44089782069685507,-0.5833333333333334
9864,Electronics,0,0,45,0,22,0.9035886728435338,-0.5
4941,Travel,0,0,42,2,29,-0.24426464831006137,0.4166666666666667
26,Travel,1,0,77,3,30,0.807699334464309,0.75
5153,Clothing,0,1,28,3,44,1.6129714211144461,-0.75
2885,Grocery,0,0,91,3,62,-0.5701422419417983,-0.08333333333333333
7868,Travel,0,0,57,1,55,-0.2385749706381313,0.16666666666666666
3928,Food,0,0,85,2,50,0.374918439253556,0.3333333333333333
6010,Clothing,0,0,34,1,25,-0.36301709513245467,-0.5
7843,Travel,0,0,61,1,34,-0.5719170037844187,-0.5
305,Grocery,0,0,46,1,29,0.5793814432989691,0.6666666666666666
9580,Clothing,0,0,97,2,29,-0.40253164556962034,-0.5833333333333334
7743,Food,0,0,63,3,24,0.6138327025968942,-0.5833333333333334
